article_id,titre,texte,categorie,source,date_publication,nb_mots
130,Carambolage sur l'A10 : trois morts et douze blessés,,faits_divers,Reuters,2024-05-20,0
131,Bordeaux bascule à gauche après vingt ans,"La candidate de gauche a remporté la mairie de Bordeaux avec 53,2 pourcent des voix, mettant fin à vingt ans de gestion de droite. Les autorités compétentes n'ont pas commenté.",politique,Les Échos,2024-03-24,30
132,Ligue 1 : Monaco champion de France dix ans après,"Monaco décroche son dixième titre de champion en battant Marseille 3-1, devançant le PSG d'un seul point lors de la dernière journée.",sport,Le Monde,2024-12-18,22
133,Léon Marchand améliore son record du monde du 200 m brasse,"Dans le Centre aquatique olympique, Léon Marchand abaisse de sept centièmes son propre record du monde du 200 mètres brasse.",sport,AFP,2024-07-04,20
134,Le cinéma français retrouve son niveau d'avant-Covid,"Selon nos informations, le CNC annonce 223 millions d'entrées en salles françaises en 2024, avec les films français à 35 pourcent de parts de marché.",culture,Le Monde,2024-01-10,25
135,Sommet franco-allemand à l'Élysée,Mise à jour — Le président a accueilli son homologue allemand pour un sommet bilatéral sur la politique énergétique européenne. Une déclaration commune a été signée sur la refondation de Schengen.,politique,Libération,2024-09-07,31
136,Sommet franco-allemand à l'Élysée,Mise à jour — Le président a accueilli son homologue allemand pour un sommet bilatéral sur la politique énergétique européenne. Une déclaration commune a été signée sur la refondation de Schengen.,politique,Le Parisien,2024-11-15,31
137,Élections régionales : sondages favorables à l'opposition,"À deux semaines du premier tour, les enquêtes d'opinion montrent une poussée de la coalition d'opposition dans six régions sur treize. Le parti au pouvoir, en recul de quatre points, conteste la méthodologie des sondeurs.",politique,Libération,2024-09-23,35
138,Versailles ouvre son programme pour les scolaires défavorisés,"Selon nos informations, le château de Versailles lance un programme d'éducation artistique permettant à 50 000 élèves des quartiers prioritaires de visiter le domaine chaque année.",culture,Le Parisien,2024-09-18,26
139,Grève SNCF : syndicats rejettent les propositions salariales,"Mise à jour — La troisième journée de grève a paralysé un quart du trafic TGV. Les syndicats rejettent la hausse de 4,3 pourcent proposée sur deux ans.",economie,Le Parisien,2024-10-12,28
140,Stromae annonce une tournée mondiale de cinquante dates,"Selon nos informations, après deux ans d'absence, Stromae annonce cinquante dates mondiales débutant à Bruxelles, avec cinq soirées à Paris La Défense Arena.",culture,Reuters,2024-08-20,23
141,Exposition Vermeer à Amsterdam : deux millions de visiteurs,,culture,L'Équipe,2024-07-02,0
142,Airbus signe la plus grande commande de l'histoire avec Air India,"Mise à jour — L'avionneur européen annonce une commande ferme de 500 appareils d'Air India lors du Salon de Dubaï, un record mondial.",economie,Les Échos,2024-12-27,23
143,Airbus signe la plus grande commande de l'histoire avec Air India,"L'avionneur européen annonce une commande ferme de 500 appareils d'Air India lors du Salon de Dubaï, un record mondial.",economie,Les Échos,2024-10-13,19
144,Le cinéma français retrouve son niveau d'avant-Covid,"Le CNC annonce 223 millions d'entrées en salles françaises en 2024, avec les films français à 35 pourcent de parts de marché.",culture,AFP,2024-10-02,22
145,Avalanche dans les Alpes : sept randonneurs secourus,Sept randonneurs pris dans une avalanche sur le massif du Mont-Blanc ont été secourus après six heures d'opérations par la gendarmerie de haute montagne. Les autorités compétentes n'ont pas commenté.,faits_divers,Libération,2024-07-18,30
146,Tour de France : le maillot jaune résiste dans les Alpes,"Mise à jour — Le porteur du maillot jaune a conservé son avantage lors de la quinzième étape arrivée à l'Alpe d'Huez. Landa gagne l'étape, le classement général reste inchangé.",sport,Libération,2024-11-16,30
147,Le cinéma français retrouve son niveau d'avant-Covid,"Mise à jour — Le CNC annonce 223 millions d'entrées en salles françaises en 2024, avec les films français à 35 pourcent de parts de marché.",culture,AFP,2024-09-21,26
148,"Le Louvre atteint 9,6 millions de visiteurs en 2024","Le musée du Louvre enregistre un record historique d'entrées, porté par la réouverture de la salle de La Joconde après deux ans de rénovation. Les autorités compétentes n'ont pas commenté.",culture,L'Équipe,2024-03-12,30
149,JO Paris : la France troisième du classement des médailles,"La délégation française termine les Jeux avec 16 or, 12 argent, 22 bronze, soit la troisième place mondiale derrière les États-Unis et la Chine. Les autorités compétentes n'ont pas commenté.",sport,Le Figaro,2024-05-28,30
150,Prix Goncourt pour Kamel Daoud,"L'académie Goncourt couronne Kamel Daoud pour son roman Houris, une fresque sur la décennie noire en Algérie. Les autorités compétentes n'ont pas commenté.",culture,AFP,2024-04-24,23
151,Le CAC 40 franchit les 8 000 points pour la première fois,"La Bourse de Paris inscrit un record historique, le CAC 40 franchissant le niveau symbolique des 8 000 points en séance. Les autorités compétentes n'ont pas commenté.",economie,AFP,2024-07-27,27
152,Remaniement : trois secrétaires d'État remplacés,Mise à jour — L'Élysée a confirmé le remplacement de trois secrétaires d'État suite aux résultats décevants des dernières élections municipales partielles.,politique,Le Monde,2024-09-04,22
153,Pollution au plomb : le maire mis en cause,"Selon nos informations, une information judiciaire est ouverte contre un maire de Seine-et-Marne pour mise en danger d'autrui après la découverte de plomb dans l'eau potable.",faits_divers,L'Équipe,2024-12-11,26
154,TotalEnergies annonce un bénéfice record de 19 milliards,,economie,Le Monde,2024-10-28,0
155,Airbus signe la plus grande commande de l'histoire avec Air India,"L'avionneur européen annonce une commande ferme de 500 appareils d'Air India lors du Salon de Dubaï, un record mondial.",economie,Reuters,2024-02-02,19
156,Le cinéma français retrouve son niveau d'avant-Covid,"Selon nos informations, le CNC annonce 223 millions d'entrées en salles françaises en 2024, avec les films français à 35 pourcent de parts de marché.",culture,L'Équipe,2024-07-25,25
157,Réseau de fraude bancaire démantelé à Marseille,"Selon nos informations, la BRDA démantèle un réseau de faux conseillers bancaires avec dix-sept interpellations. Le préjudice est estimé à trois millions d'euros.",faits_divers,Libération,2024-08-23,23
158,Bordeaux bascule à gauche après vingt ans,"Selon nos informations, la candidate de gauche a remporté la mairie de Bordeaux avec 53,2 pourcent des voix, mettant fin à vingt ans de gestion de droite.",politique,Libération,2024-03-03,27
159,Braquage de bijouterie à Lyon : 400 000 euros de butin,"Trois individus armés ont braqué une bijouterie du centre de Lyon, emportant environ 400 000 euros de bijoux et d'espèces. Les autorités compétentes n'ont pas commenté.",faits_divers,Le Monde,2024-04-12,26
160,Stromae annonce une tournée mondiale de cinquante dates,"Selon nos informations, après deux ans d'absence, Stromae annonce cinquante dates mondiales débutant à Bruxelles, avec cinq soirées à Paris La Défense Arena.",culture,Libération,2024-11-23,23
161,Élections régionales : sondages favorables à l'opposition,"À deux semaines du premier tour, les enquêtes d'opinion montrent une poussée de la coalition d'opposition dans six régions sur treize. Le parti au pouvoir, en recul de quatre points, conteste la méthodologie des sondeurs.",politique,Les Échos,2024-04-04,35
162,Faillite de Butagaz : 800 emplois menacés,"Le fournisseur de gaz en bouteille dépose son bilan, mettant en péril 800 emplois. Un repreneur est activement recherché.",economie,Reuters,2024-04-06,19
163,La BCE relève ses taux pour la troisième fois,"Mise à jour — La Banque centrale européenne relève ses taux de 25 points de base, portant le taux de dépôt à 4,25 pourcent.",economie,Le Parisien,2024-04-28,24
164,Avalanche dans les Alpes : sept randonneurs secourus,"Selon nos informations, sept randonneurs pris dans une avalanche sur le massif du Mont-Blanc ont été secourus après six heures d'opérations par la gendarmerie de haute montagne.",faits_divers,Reuters,2024-09-27,27
165,Ballon d'Or : le milieu du Real Madrid sacré pour la quatrième fois,Le milieu de terrain du Real Madrid remporte le Ballon d'Or pour la quatrième fois de sa carrière lors de la cérémonie au Châtelet à Paris.,sport,AFP,2024-04-17,26
166,TotalEnergies annonce un bénéfice record de 19 milliards,"Selon nos informations, le groupe pétrolier publie 19,2 milliards d'euros de bénéfice net, en hausse de 28 pourcent. Hausse du dividende et rachat d'actions annoncés.",economie,Libération,2024-07-27,25
167,Disparition d'une adolescente dans le Vaucluse,Les gendarmes du Vaucluse lancent un avis de recherche après la disparition d'une adolescente de quinze ans depuis quatre jours. Les autorités compétentes n'ont pas commenté.,faits_divers,Le Figaro,2024-10-02,26
168,Incendie à Aubervilliers : sept blessés,"Mise à jour — Un violent incendie s'est déclaré dans un immeuble de dix étages à Aubervilliers, causant sept blessés dont trois graves après inhalation de fumées toxiques.",faits_divers,Les Échos,2024-04-11,28
169,Pollution au plomb : le maire mis en cause,"Selon nos informations, une information judiciaire est ouverte contre un maire de Seine-et-Marne pour mise en danger d'autrui après la découverte de plomb dans l'eau potable.",faits_divers,L'Équipe,2024-03-19,26
170,Disparition d'une adolescente dans le Vaucluse,Les gendarmes du Vaucluse lancent un avis de recherche après la disparition d'une adolescente de quinze ans depuis quatre jours.,faits_divers,AFP,2024-05-28,20
171,Disparition d'une adolescente dans le Vaucluse,Mise à jour — Les gendarmes du Vaucluse lancent un avis de recherche après la disparition d'une adolescente de quinze ans depuis quatre jours.,faits_divers,L'Équipe,2024-11-03,24
172,Pollution au plomb : le maire mis en cause,Mise à jour — Une information judiciaire est ouverte contre un maire de Seine-et-Marne pour mise en danger d'autrui après la découverte de plomb dans l'eau potable.,faits_divers,Le Figaro,2024-12-16,27
173,"Le Louvre atteint 9,6 millions de visiteurs en 2024","Le musée du Louvre enregistre un record historique d'entrées, porté par la réouverture de la salle de La Joconde après deux ans de rénovation.",culture,Le Monde,2024-11-09,24
174,Bordeaux bascule à gauche après vingt ans,"Selon nos informations, la candidate de gauche a remporté la mairie de Bordeaux avec 53,2 pourcent des voix, mettant fin à vingt ans de gestion de droite.",politique,Reuters,2024-12-25,27
175,Faillite de Butagaz : 800 emplois menacés,"Selon nos informations, le fournisseur de gaz en bouteille dépose son bilan, mettant en péril 800 emplois. Un repreneur est activement recherché.",economie,Les Échos,2024-09-10,22
176,Conseil des ministres : réforme éducative adoptée,"Mise à jour — Le Premier ministre a présidé un conseil des ministres extraordinaire. Le projet de loi portant réforme du système éducatif a été adopté en première lecture, prévoyant la révision des programmes et la revalorisation des enseignants. L'opposition a annoncé sa saisine du Conseil constitutionnel.",politique,L'Équipe,2024-02-11,47
177,La France prend la présidence de l'UE,"Selon nos informations, paris a officiellement pris la présidence tournante du Conseil de l'UE pour six mois, avec pour priorités l'union de l'énergie et la régulation numérique.",politique,Les Échos,2024-08-10,27
178,Cannes : Palme d'or pour Wim Wenders,"La Palme d'or a été décernée au film de Wim Wenders, Les Jardins du temps, par le jury de Greta Gerwig. Les autorités compétentes n'ont pas commenté.",culture,Reuters,2024-03-02,27
179,TotalEnergies annonce un bénéfice record de 19 milliards,,economie,Les Échos,2024-05-01,0
180,"Le Louvre atteint 9,6 millions de visiteurs en 2024","Selon nos informations, le musée du Louvre enregistre un record historique d'entrées, porté par la réouverture de la salle de La Joconde après deux ans de rénovation.",culture,Reuters,2024-05-06,27
181,"Inflation : les prix ralentissent à 2,1 pourcent","L'INSEE a publié ses données d'octobre. La hausse des prix ressort à 2,1 pourcent sur un an, son niveau le plus bas depuis vingt-six mois, portée par la détente de l'énergie. Les autorités compétentes n'ont pas commenté.",economie,Le Parisien,2024-10-16,37
182,Bordeaux bascule à gauche après vingt ans,"Mise à jour — La candidate de gauche a remporté la mairie de Bordeaux avec 53,2 pourcent des voix, mettant fin à vingt ans de gestion de droite.",politique,Le Figaro,2024-05-10,28
183,"Festival d'Avignon : 180 000 spectateurs, un record","Mise à jour — La 77e édition du Festival d'Avignon clôture sur un bilan record de 180 000 spectateurs, soit une hausse de 12 pourcent.",culture,Libération,2024-08-25,25
184,Conseil des ministres : réforme éducative adoptée,"Selon nos informations, le Premier ministre a présidé un conseil des ministres extraordinaire. Le projet de loi portant réforme du système éducatif a été adopté en première lecture, prévoyant la révision des programmes et la revalorisation des enseignants. L'opposition a annoncé sa saisine du Conseil constitutionnel.",politique,Le Figaro,2024-08-03,46
185,"Tempête Ciaran : douze départements en rouge, vents à 200 km/h",Mise à jour — Météo-France place douze départements en vigilance rouge. Des rafales de 200 km/h provoquent d'importants dégâts en Bretagne.,faits_divers,AFP,2024-05-15,21
186,Versailles ouvre son programme pour les scolaires défavorisés,Le château de Versailles lance un programme d'éducation artistique permettant à 50 000 élèves des quartiers prioritaires de visiter le domaine chaque année.,culture,Le Figaro,2024-12-12,23
187,Roland-Garros : Djokovic s'offre un 24e titre majeur,Mise à jour — Djokovic remporte son vingt-quatrième titre du Grand Chelem sur la terre battue parisienne en quatre sets face à son adversaire espagnol.,sport,Le Figaro,2024-06-01,25
188,Carambolage sur l'A10 : trois morts et douze blessés,"Selon nos informations, un carambolage de dix-sept véhicules dont trois poids lourds sur l'A10 à Dourdan a causé trois morts et douze blessés dont quatre en urgence absolue.",faits_divers,Libération,2024-09-27,28
189,Paralympiques de Paris : record d'audience télévisée,"Selon nos informations, les Jeux paralympiques de Paris 2024 établissent un record avec 4,2 millions de téléspectateurs par soirée, soit une progression de 40 pourcent.",sport,Libération,2024-06-20,25
190,"Tempête Ciaran : douze départements en rouge, vents à 200 km/h",Météo-France place douze départements en vigilance rouge. Des rafales de 200 km/h provoquent d'importants dégâts en Bretagne. Les autorités compétentes n'ont pas commenté.,faits_divers,Le Figaro,2024-06-04,23
191,Le CAC 40 franchit les 8 000 points pour la première fois,"Selon nos informations, la Bourse de Paris inscrit un record historique, le CAC 40 franchissant le niveau symbolique des 8 000 points en séance.",economie,AFP,2024-10-28,24
192,Conseil des ministres : réforme éducative adoptée,N/A,politique,L'Équipe,2024-09-14,0
193,Disparition d'une adolescente dans le Vaucluse,Mise à jour — Les gendarmes du Vaucluse lancent un avis de recherche après la disparition d'une adolescente de quinze ans depuis quatre jours.,faits_divers,L'Équipe,2024-10-08,24
194,La Fnac ferme dix-huit magasins d'ici 2026,"Selon nos informations, le groupe Fnac-Darty prévoit la fermeture de dix-huit points de vente en villes moyennes, affectant environ 1 200 salariés.",culture,Reuters,2024-07-18,22
195,Avalanche dans les Alpes : sept randonneurs secourus,Sept randonneurs pris dans une avalanche sur le massif du Mont-Blanc ont été secourus après six heures d'opérations par la gendarmerie de haute montagne.,faits_divers,Les Échos,2024-05-09,24
196,Rugby mondial : l'Afrique du Sud conserve son titre,"Selon nos informations, les Springboks décrochent leur quatrième étoile mondiale en battant la Nouvelle-Zélande 12 à 11 dans une finale serrée à Saint-Denis.",sport,Le Figaro,2024-03-28,23
197,Exposition Vermeer à Amsterdam : deux millions de visiteurs,Mise à jour — Le Rijksmuseum réunit 28 des 37 tableaux de Vermeer dans une rétrospective ayant accueilli deux millions de visiteurs en quatre mois.,culture,Reuters,2024-07-13,25
198,Avalanche dans les Alpes : sept randonneurs secourus,"Selon nos informations, sept randonneurs pris dans une avalanche sur le massif du Mont-Blanc ont été secourus après six heures d'opérations par la gendarmerie de haute montagne.",faits_divers,Libération,2024-05-21,27
199,Le CAC 40 franchit les 8 000 points pour la première fois,"Selon nos informations, la Bourse de Paris inscrit un record historique, le CAC 40 franchissant le niveau symbolique des 8 000 points en séance.",economie,Le Monde,2024-09-27,24
200,JO Paris : la France troisième du classement des médailles,"La délégation française termine les Jeux avec 16 or, 12 argent, 22 bronze, soit la troisième place mondiale derrière les États-Unis et la Chine.",sport,Reuters,2024-10-04,24
201,Airbus signe la plus grande commande de l'histoire avec Air India,"L'avionneur européen annonce une commande ferme de 500 appareils d'Air India lors du Salon de Dubaï, un record mondial. Les autorités compétentes n'ont pas commenté.",economie,Reuters,2024-01-10,25
202,Conseil des ministres : réforme éducative adoptée,"Le Premier ministre a présidé un conseil des ministres extraordinaire. Le projet de loi portant réforme du système éducatif a été adopté en première lecture, prévoyant la révision des programmes et la revalorisation des enseignants. L'opposition a annoncé sa saisine du Conseil constitutionnel. Les autorités compétentes n'ont pas commenté.",politique,Les Échos,2024-11-24,49
203,Carambolage sur l'A10 : trois morts et douze blessés,Un carambolage de dix-sept véhicules dont trois poids lourds sur l'A10 à Dourdan a causé trois morts et douze blessés dont quatre en urgence absolue. Les autorités compétentes n'ont pas commenté.,faits_divers,L'Équipe,2024-04-04,31
204,Fraude fiscale : cinq ans de prison ferme pour l'homme d'affaires,Le tribunal de Paris condamne un homme d'affaires à cinq ans ferme et deux millions d'euros d'amende pour fraude fiscale et blanchiment.,faits_divers,Reuters,2024-02-19,22
205,"Inflation : les prix ralentissent à 2,1 pourcent","L'INSEE a publié ses données d'octobre. La hausse des prix ressort à 2,1 pourcent sur un an, son niveau le plus bas depuis vingt-six mois, portée par la détente de l'énergie. Les autorités compétentes n'ont pas commenté.",economie,AFP,2024-01-15,37
206,Prix Goncourt pour Kamel Daoud,"Mise à jour — L'académie Goncourt couronne Kamel Daoud pour son roman Houris, une fresque sur la décennie noire en Algérie.",culture,AFP,2024-02-22,21
207,Budget 2025 adopté en première lecture à l'Assemblée,,politique,Libération,2024-10-09,0
208,Meurtre à Nantes : un suspect interpellé,Mise à jour — La PJ nantaise a interpellé un homme de trente-deux ans soupçonné du meurtre d'un voisin dans le quartier Bellevue quarante-huit heures après les faits.,faits_divers,Reuters,2024-01-14,28
209,Accord UE-Mercosur : mobilisation des agriculteurs,Mise à jour — La perspective d'un accord commercial avec le Mercosur provoque une levée de boucliers de la FNSEA qui appelle à une journée de blocage national.,economie,L'Équipe,2024-12-01,28
210,Fraude fiscale : cinq ans de prison ferme pour l'homme d'affaires,Le tribunal de Paris condamne un homme d'affaires à cinq ans ferme et deux millions d'euros d'amende pour fraude fiscale et blanchiment.,faits_divers,Le Figaro,2024-10-05,22
211,Le CAC 40 franchit les 8 000 points pour la première fois,"La Bourse de Paris inscrit un record historique, le CAC 40 franchissant le niveau symbolique des 8 000 points en séance. Les autorités compétentes n'ont pas commenté.",economie,Reuters,2024-11-05,27
212,Meurtre à Nantes : un suspect interpellé,"Selon nos informations, la PJ nantaise a interpellé un homme de trente-deux ans soupçonné du meurtre d'un voisin dans le quartier Bellevue quarante-huit heures après les faits.",faits_divers,L'Équipe,2024-12-14,27
213,Exposition Vermeer à Amsterdam : deux millions de visiteurs,Le Rijksmuseum réunit 28 des 37 tableaux de Vermeer dans une rétrospective ayant accueilli deux millions de visiteurs en quatre mois.,culture,Reuters,2024-04-20,21
214,Grève SNCF : syndicats rejettent les propositions salariales,"Selon nos informations, la troisième journée de grève a paralysé un quart du trafic TGV. Les syndicats rejettent la hausse de 4,3 pourcent proposée sur deux ans.",economie,Le Figaro,2024-03-08,27
215,La comédie musicale Brel dépasse le million de spectateurs,"Selon nos informations, créée il y a dix-huit mois, la comédie musicale consacrée à Jacques Brel au Palais des sports dépasse le million de spectateurs.",culture,L'Équipe,2024-03-08,25
216,Braquage de bijouterie à Lyon : 400 000 euros de butin,"Selon nos informations, trois individus armés ont braqué une bijouterie du centre de Lyon, emportant environ 400 000 euros de bijoux et d'espèces.",faits_divers,Les Échos,2024-04-04,23
217,Faillite de Butagaz : 800 emplois menacés,"Le fournisseur de gaz en bouteille dépose son bilan, mettant en péril 800 emplois. Un repreneur est activement recherché.",economie,Le Parisien,2024-02-13,19
218,Meurtre à Nantes : un suspect interpellé,La PJ nantaise a interpellé un homme de trente-deux ans soupçonné du meurtre d'un voisin dans le quartier Bellevue quarante-huit heures après les faits.,faits_divers,Le Figaro,2024-07-16,24
219,"Le Louvre atteint 9,6 millions de visiteurs en 2024","Selon nos informations, le musée du Louvre enregistre un record historique d'entrées, porté par la réouverture de la salle de La Joconde après deux ans de rénovation.",culture,Les Échos,2024-06-11,27
220,Faillite de Butagaz : 800 emplois menacés,"Le fournisseur de gaz en bouteille dépose son bilan, mettant en péril 800 emplois. Un repreneur est activement recherché.",economie,AFP,2024-11-01,19
221,Conseil des ministres : réforme éducative adoptée,"Selon nos informations, le Premier ministre a présidé un conseil des ministres extraordinaire. Le projet de loi portant réforme du système éducatif a été adopté en première lecture, prévoyant la révision des programmes et la revalorisation des enseignants. L'opposition a annoncé sa saisine du Conseil constitutionnel.",politique,Le Figaro,2024-09-06,46
222,Tour de France : le maillot jaune résiste dans les Alpes,"Le porteur du maillot jaune a conservé son avantage lors de la quinzième étape arrivée à l'Alpe d'Huez. Landa gagne l'étape, le classement général reste inchangé.",sport,Reuters,2024-03-16,26
223,Pollution au plomb : le maire mis en cause,"Selon nos informations, une information judiciaire est ouverte contre un maire de Seine-et-Marne pour mise en danger d'autrui après la découverte de plomb dans l'eau potable.",faits_divers,Le Monde,2024-05-05,26
224,"Le Louvre atteint 9,6 millions de visiteurs en 2024","Selon nos informations, le musée du Louvre enregistre un record historique d'entrées, porté par la réouverture de la salle de La Joconde après deux ans de rénovation.",culture,L'Équipe,2024-04-28,27
225,La France prend la présidence de l'UE,"Paris a officiellement pris la présidence tournante du Conseil de l'UE pour six mois, avec pour priorités l'union de l'énergie et la régulation numérique.",politique,Le Figaro,2024-06-21,24
226,Ligue 1 : Monaco champion de France dix ans après,"Monaco décroche son dixième titre de champion en battant Marseille 3-1, devançant le PSG d'un seul point lors de la dernière journée.",sport,Les Échos,2024-05-12,22
227,Stromae annonce une tournée mondiale de cinquante dates,"Mise à jour — Après deux ans d'absence, Stromae annonce cinquante dates mondiales débutant à Bruxelles, avec cinq soirées à Paris La Défense Arena.",culture,Les Échos,2024-12-01,24
228,Conseil des ministres : réforme éducative adoptée,"Mise à jour — Le Premier ministre a présidé un conseil des ministres extraordinaire. Le projet de loi portant réforme du système éducatif a été adopté en première lecture, prévoyant la révision des programmes et la revalorisation des enseignants. L'opposition a annoncé sa saisine du Conseil constitutionnel.",politique,Le Figaro,2024-02-08,47
229,"LVMH rachète Valentino pour 4,5 milliards","Le groupe de luxe finalise l'acquisition de la maison italienne Valentino pour 4,5 milliards d'euros, portant à 75 le nombre de ses maisons. Les autorités compétentes n'ont pas commenté.",economie,Le Monde,2024-09-02,29
230,Stromae annonce une tournée mondiale de cinquante dates,"Après deux ans d'absence, Stromae annonce cinquante dates mondiales débutant à Bruxelles, avec cinq soirées à Paris La Défense Arena.",culture,L'Équipe,2024-12-16,20
231,Carambolage sur l'A10 : trois morts et douze blessés,Un carambolage de dix-sept véhicules dont trois poids lourds sur l'A10 à Dourdan a causé trois morts et douze blessés dont quatre en urgence absolue.,faits_divers,L'Équipe,2024-03-07,25
232,PSG : l'entraîneur démissionne après cinq sorties européennes prématurées,Mise à jour — Le Paris Saint-Germain annonce le départ de son entraîneur après une cinquième élimination en huitièmes de la Ligue des champions.,sport,Le Parisien,2024-07-18,24
233,Ballon d'Or : le milieu du Real Madrid sacré pour la quatrième fois,Le milieu de terrain du Real Madrid remporte le Ballon d'Or pour la quatrième fois de sa carrière lors de la cérémonie au Châtelet à Paris.,sport,Le Monde,2024-12-02,26
234,Prix Goncourt pour Kamel Daoud,"L'académie Goncourt couronne Kamel Daoud pour son roman Houris, une fresque sur la décennie noire en Algérie.",culture,Le Figaro,2024-02-28,17
235,PSG : l'entraîneur démissionne après cinq sorties européennes prématurées,"Selon nos informations, le Paris Saint-Germain annonce le départ de son entraîneur après une cinquième élimination en huitièmes de la Ligue des champions.",sport,Le Parisien,2024-09-21,23
236,Stromae annonce une tournée mondiale de cinquante dates,"Après deux ans d'absence, Stromae annonce cinquante dates mondiales débutant à Bruxelles, avec cinq soirées à Paris La Défense Arena. Les autorités compétentes n'ont pas commenté.",culture,AFP,2024-01-06,26
237,Airbus signe la plus grande commande de l'histoire avec Air India,"Mise à jour — L'avionneur européen annonce une commande ferme de 500 appareils d'Air India lors du Salon de Dubaï, un record mondial.",economie,Le Monde,2024-02-10,23
238,"Tempête Ciaran : douze départements en rouge, vents à 200 km/h","Selon nos informations, météo-France place douze départements en vigilance rouge. Des rafales de 200 km/h provoquent d'importants dégâts en Bretagne.",faits_divers,AFP,2024-11-05,20
239,La comédie musicale Brel dépasse le million de spectateurs,"Créée il y a dix-huit mois, la comédie musicale consacrée à Jacques Brel au Palais des sports dépasse le million de spectateurs. Les autorités compétentes n'ont pas commenté.",culture,Le Figaro,2024-08-04,28
240,Accord UE-Mercosur : mobilisation des agriculteurs,La perspective d'un accord commercial avec le Mercosur provoque une levée de boucliers de la FNSEA qui appelle à une journée de blocage national. Les autorités compétentes n'ont pas commenté.,economie,L'Équipe,2024-08-05,30
241,Formule 1 : Verstappen quadruple champion du monde,Max Verstappen scelle son quatrième titre mondial consécutif dès le Grand Prix du Mexique avec seize victoires sur dix-neuf courses. Les autorités compétentes n'ont pas commenté.,sport,AFP,2024-06-28,26
242,La comédie musicale Brel dépasse le million de spectateurs,"Créée il y a dix-huit mois, la comédie musicale consacrée à Jacques Brel au Palais des sports dépasse le million de spectateurs.",culture,Le Monde,2024-09-11,22
243,Avalanche dans les Alpes : sept randonneurs secourus,Sept randonneurs pris dans une avalanche sur le massif du Mont-Blanc ont été secourus après six heures d'opérations par la gendarmerie de haute montagne.,faits_divers,AFP,2024-12-17,24
244,La Fnac ferme dix-huit magasins d'ici 2026,"Selon nos informations, le groupe Fnac-Darty prévoit la fermeture de dix-huit points de vente en villes moyennes, affectant environ 1 200 salariés.",culture,Les Échos,2024-06-11,22
245,PSG : l'entraîneur démissionne après cinq sorties européennes prématurées,Le Paris Saint-Germain annonce le départ de son entraîneur après une cinquième élimination en huitièmes de la Ligue des champions. Les autorités compétentes n'ont pas commenté.,sport,Le Figaro,2024-10-22,26
246,La Fnac ferme dix-huit magasins d'ici 2026,"Le groupe Fnac-Darty prévoit la fermeture de dix-huit points de vente en villes moyennes, affectant environ 1 200 salariés. Les autorités compétentes n'ont pas commenté.",culture,Le Figaro,2024-11-01,25
247,Paralympiques de Paris : record d'audience télévisée,"Mise à jour — Les Jeux paralympiques de Paris 2024 établissent un record avec 4,2 millions de téléspectateurs par soirée, soit une progression de 40 pourcent.",sport,AFP,2024-02-02,26
248,PSG : l'entraîneur démissionne après cinq sorties européennes prématurées,Mise à jour — Le Paris Saint-Germain annonce le départ de son entraîneur après une cinquième élimination en huitièmes de la Ligue des champions.,sport,Les Échos,2024-11-06,24
249,La BCE relève ses taux pour la troisième fois,"La Banque centrale européenne relève ses taux de 25 points de base, portant le taux de dépôt à 4,25 pourcent. Les autorités compétentes n'ont pas commenté.",economie,Le Monde,2024-08-07,26
250,"Tempête Ciaran : douze départements en rouge, vents à 200 km/h",Météo-France place douze départements en vigilance rouge. Des rafales de 200 km/h provoquent d'importants dégâts en Bretagne.,faits_divers,Le Figaro,2024-08-16,17
251,Braquage de bijouterie à Lyon : 400 000 euros de butin,"Trois individus armés ont braqué une bijouterie du centre de Lyon, emportant environ 400 000 euros de bijoux et d'espèces. Les autorités compétentes n'ont pas commenté.",faits_divers,Le Parisien,2024-08-04,26
252,Avalanche dans les Alpes : sept randonneurs secourus,"Selon nos informations, sept randonneurs pris dans une avalanche sur le massif du Mont-Blanc ont été secourus après six heures d'opérations par la gendarmerie de haute montagne.",faits_divers,Les Échos,2024-06-26,27
253,Grève SNCF : syndicats rejettent les propositions salariales,"Mise à jour — La troisième journée de grève a paralysé un quart du trafic TGV. Les syndicats rejettent la hausse de 4,3 pourcent proposée sur deux ans.",economie,Le Monde,2024-10-08,28
254,Roland-Garros : Djokovic s'offre un 24e titre majeur,"Selon nos informations, djokovic remporte son vingt-quatrième titre du Grand Chelem sur la terre battue parisienne en quatre sets face à son adversaire espagnol.",sport,Le Figaro,2024-03-26,24
255,Fraude fiscale : cinq ans de prison ferme pour l'homme d'affaires,"Selon nos informations, le tribunal de Paris condamne un homme d'affaires à cinq ans ferme et deux millions d'euros d'amende pour fraude fiscale et blanchiment.",faits_divers,Le Figaro,2024-08-02,25
256,Référendum en Nouvelle-Calédonie : résultat contesté,"Mise à jour — Le référendum a donné 96,5 pourcent pour le maintien, chiffre jugé non représentatif par les indépendantistes qui boycottaient le scrutin.",politique,Reuters,2024-12-21,24
257,Stromae annonce une tournée mondiale de cinquante dates,"Après deux ans d'absence, Stromae annonce cinquante dates mondiales débutant à Bruxelles, avec cinq soirées à Paris La Défense Arena.",culture,Reuters,2024-10-20,20
